Promotion,Seasonal,Sales_Volume,price,terms,section,season,material,origin
No,Yes,976,17.99,jackets,WOMAN,Summer,Linen Blend,Bangladesh
Yes,Yes,1416,51.99,shoes,WOMAN,Spring,Denim,India
No,Yes,783,25.99,shoes,MAN,Autumn,Wool,China
Yes,Yes,1218,18.99,jackets,MAN,Spring,Cotton,China
No,Yes,1036,25.99,jackets,WOMAN,Autumn,Wool Blend,Morocco
No,No,718,59.99,sweaters,MAN,Autumn,Polyester,China
No,Yes,791,25.99,jackets,WOMAN,Autumn,Cotton,Brazil
No,Yes,923,49.99,sweaters,WOMAN,Summer,Cotton,Spain
No,No,786,35.95,jeans,MAN,Autumn,Wool,Bangladesh
Yes,Yes,1783,14.0,shoes,WOMAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1118,52.99,jackets,MAN,Autumn,Wool Blend,India
Yes,No,1566,45.0,jackets,WOMAN,Winter,Wool Blend,Turkey
Yes,Yes,1211,55.95,jackets,MAN,Spring,Denim,China
No,No,947,29.95,jackets,WOMAN,Autumn,Polyester,Pakistan
No,No,796,35.99,jackets,MAN,Spring,Linen,China
Yes,No,1397,22.95,shoes,WOMAN,Autumn,Polyester,Turkey
Yes,Yes,1219,24.99,jackets,MAN,Spring,Linen,Brazil
No,No,708,35.99,shoes,MAN,Autumn,Cotton,Portugal
Yes,No,1496,20.99,jackets,WOMAN,Autumn,Viscose,Bangladesh
Yes,No,1361,24.95,jackets,MAN,Spring,Denim,China
No,No,894,22.99,jackets,MAN,Autumn,Polyester,Turkey
No,Yes,815,49.99,jackets,MAN,Autumn,Denim,China
Yes,No,1486,99.95,jackets,WOMAN,Summer,Linen,China
No,No,811,45.95,jackets,WOMAN,Autumn,Wool,India
Yes,No,1295,93.95,jackets,WOMAN,Winter,Cotton,Turkey
No,Yes,888,49.95,jackets,WOMAN,Summer,Linen,India
Yes,Yes,1375,44.99,sweaters,MAN,Summer,Linen,India
No,No,683,98.99,t-shirts,MAN,Summer,Linen,Vietnam
Yes,No,1305,26.99,jackets,MAN,Autumn,Wool Blend,China
Yes,No,1156,115.99,jackets,WOMAN,Summer,Linen Blend,Brazil
No,No,726,59.99,sweaters,MAN,Spring,Linen,Bangladesh
No,Yes,900,49.99,t-shirts,WOMAN,Autumn,Cotton,Turkey
Yes,Yes,1249,40.99,jackets,MAN,Autumn,Satin,Morocco
Yes,Yes,1262,46.99,jackets,WOMAN,Autumn,Polyester,Vietnam
Yes,No,1739,28.99,jackets,WOMAN,Summer,Linen Blend,China
No,Yes,662,119.99,shoes,MAN,Autumn,Wool Blend,Turkey
Yes,No,1604,50.99,t-shirts,WOMAN,Winter,Wool Blend,Turkey
No,Yes,929,31.95,jackets,MAN,Summer,Cotton,Vietnam
No,No,1021,43.95,t-shirts,WOMAN,Summer,Linen Blend,Portugal
No,Yes,933,35.95,jackets,WOMAN,Autumn,Wool,Turkey
Yes,Yes,1287,96.0,sweaters,WOMAN,Summer,Cotton,China
Yes,Yes,1532,18.95,sweaters,WOMAN,Spring,Linen,Turkey
Yes,Yes,1302,24.99,t-shirts,MAN,Autumn,Wool,Brazil
No,Yes,929,87.99,jackets,WOMAN,Winter,Cotton,India
Yes,No,1454,26.0,jackets,WOMAN,Summer,Cotton,Portugal
Yes,No,1205,79.95,sweaters,WOMAN,Autumn,Polyester,Portugal
Yes,Yes,1751,26.95,jackets,WOMAN,Winter,Wool,China
Yes,No,1148,72.95,jackets,MAN,Autumn,Cotton,Turkey
Yes,Yes,1359,23.99,jackets,MAN,Spring,Viscose,Bangladesh
Yes,Yes,1513,36.99,jackets,WOMAN,Winter,Wool,India
Yes,No,1453,53.95,t-shirts,WOMAN,Summer,Linen Blend,China
Yes,No,1404,45.99,jackets,MAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1195,70.99,jackets,WOMAN,Autumn,Polyester,India
No,Yes,895,29.99,jackets,WOMAN,Autumn,Polyester,Portugal
No,Yes,902,29.95,jackets,WOMAN,Autumn,Acrylic,India
No,Yes,845,39.0,sweaters,WOMAN,Autumn,Wool,Bangladesh
Yes,Yes,1615,27.99,t-shirts,WOMAN,Winter,Wool,Bangladesh
No,Yes,838,25.95,jackets,WOMAN,Spring,Polyester,Bangladesh
Yes,No,1267,40.99,shoes,MAN,Autumn,Polyester,Morocco
No,Yes,789,19.95,shoes,MAN,Autumn,Cotton,China
No,No,837,19.95,jackets,MAN,Spring,Cotton,Spain
Yes,No,1406,35.95,jackets,MAN,Winter,Wool,Portugal
Yes,No,1351,43.95,jackets,MAN,Summer,Linen Blend,India
No,No,893,39.99,jeans,WOMAN,Autumn,Polyester,Cambodia
Yes,Yes,1094,62.95,jackets,MAN,Autumn,Polyester,Brazil
No,No,811,45.99,jackets,WOMAN,Autumn,Wool,Brazil
Yes,Yes,1467,33.99,jackets,MAN,Summer,Polyester,Bangladesh
No,No,674,119.95,sweaters,MAN,Spring,Cotton,China
No,Yes,841,19.99,jackets,MAN,Autumn,Polyester,Bangladesh
Yes,Yes,1525,16.95,t-shirts,WOMAN,Spring,Cotton,Bangladesh
No,Yes,783,35.99,sweaters,MAN,Autumn,Cotton,Bangladesh
Yes,Yes,1288,52.95,sweaters,WOMAN,Spring,Linen,Morocco
Yes,No,1350,16.95,t-shirts,MAN,Autumn,Wool Blend,India
Yes,No,1323,44.99,jackets,WOMAN,Autumn,Cotton,Pakistan
No,No,715,39.99,jackets,MAN,Autumn,Cotton,Morocco
Yes,No,1662,25.99,jackets,WOMAN,Winter,Wool,China
No,No,881,19.99,jackets,WOMAN,Autumn,Wool,Portugal
No,Yes,737,49.99,jackets,MAN,Autumn,Wool Blend,Turkey
Yes,No,1416,28.99,jackets,WOMAN,Autumn,Wool,Spain
No,No,872,45.99,sweaters,WOMAN,Autumn,Wool,China
No,No,887,69.99,jackets,WOMAN,Spring,Cotton,China
No,No,829,53.99,jackets,MAN,Winter,Viscose,Portugal
No,Yes,905,48.99,jackets,MAN,Summer,Cotton,Cambodia
No,Yes,1171,20.95,jackets,WOMAN,Winter,Wool Blend,Cambodia
Yes,Yes,1461,65.0,jackets,WOMAN,Autumn,Polyester,India
No,No,838,29.99,jackets,MAN,Spring,Linen,Bangladesh
Yes,Yes,1299,56.95,jackets,WOMAN,Autumn,Acrylic,Turkey
Yes,Yes,1257,28.99,shoes,MAN,Autumn,Cotton,India
No,No,787,79.99,jackets,WOMAN,Autumn,Polyester,Vietnam
Yes,Yes,1224,44.99,jackets,WOMAN,Autumn,Wool Blend,Turkey
Yes,Yes,1353,17.99,jackets,MAN,Autumn,Wool Blend,Morocco
No,No,782,69.99,jackets,WOMAN,Spring,Cotton,Turkey
No,Yes,865,15.95,jackets,WOMAN,Autumn,Wool Blend,Portugal
Yes,Yes,1211,35.95,jackets,MAN,Spring,Denim,Brazil
No,No,880,25.99,jackets,MAN,Autumn,Wool Blend,Bangladesh
Yes,No,1299,12.99,shoes,WOMAN,Autumn,Viscose,Morocco
Yes,Yes,1371,14.95,shoes,MAN,Autumn,Wool Blend,Bangladesh
Yes,No,1461,22.99,jackets,MAN,Winter,Cotton,Morocco
Yes,Yes,1498,54.95,jackets,WOMAN,Summer,Cotton,Turkey
No,No,860,27.99,jackets,MAN,Summer,Cotton,Argentina
No,No,947,22.99,jackets,WOMAN,Autumn,Denim,Morocco
No,No,789,69.95,shoes,WOMAN,Autumn,Wool Blend,China
Yes,Yes,1431,42.95,jackets,WOMAN,Winter,Wool Blend,China
No,Yes,706,69.0,jackets,MAN,Autumn,Cotton,China
Yes,Yes,1445,20.95,jackets,MAN,Winter,Wool,China
Yes,Yes,1207,62.99,jackets,WOMAN,Autumn,Wool Blend,Portugal
No,No,825,99.95,jeans,WOMAN,Summer,Linen Blend,India
No,No,930,22.99,sweaters,MAN,Spring,Linen,Argentina
No,No,677,119.99,jackets,WOMAN,Autumn,Polyester,Bangladesh
Yes,Yes,1387,15.99,jackets,WOMAN,Spring,Linen,Bangladesh
No,Yes,800,79.99,shoes,WOMAN,Spring,Cotton,Spain
Yes,Yes,1276,21.99,t-shirts,MAN,Spring,Linen,Turkey
No,No,849,45.99,shoes,WOMAN,Autumn,Wool Blend,Spain
No,Yes,807,35.95,t-shirts,MAN,Spring,Viscose,China
No,No,684,39.99,jackets,MAN,Autumn,Denim,Brazil
No,Yes,798,25.99,jackets,WOMAN,Autumn,Satin,Morocco
No,Yes,1120,28.95,jackets,WOMAN,Summer,Linen,Spain
No,No,801,22.99,shoes,MAN,Autumn,Wool,Morocco
No,No,779,19.95,jackets,MAN,Autumn,Cotton,Portugal
Yes,Yes,1455,31.99,jackets,WOMAN,Spring,Linen,China
Yes,No,1439,18.99,jackets,WOMAN,Autumn,Acrylic,Brazil
Yes,Yes,1328,40.99,jackets,WOMAN,Spring,Polyester,China
Yes,Yes,1186,19.99,jackets,MAN,Spring,Denim,Portugal
Yes,Yes,1306,33.99,jackets,MAN,Autumn,Wool Blend,Bangladesh
No,Yes,853,19.95,jackets,WOMAN,Autumn,Viscose,Turkey
Yes,Yes,1242,74.0,jackets,WOMAN,Spring,Cotton,Bangladesh
Yes,Yes,1123,71.95,jeans,MAN,Autumn,Wool Blend,Bangladesh
No,No,847,19.99,t-shirts,MAN,Autumn,Viscose,China
Yes,No,1384,13.99,jackets,WOMAN,Spring,Viscose,China
Yes,Yes,1263,30.95,shoes,MAN,Autumn,Cotton,China
No,Yes,814,19.99,sweaters,MAN,Autumn,Cotton,Portugal
No,Yes,997,63.95,jackets,WOMAN,Winter,Cotton,Vietnam
No,Yes,907,38.99,jackets,MAN,Winter,Wool Blend,Pakistan
No,Yes,840,35.99,t-shirts,WOMAN,Spring,Cotton,Turkey
Yes,Yes,1383,37.99,sweaters,WOMAN,Autumn,Cotton,Cambodia
No,No,1034,24.0,jackets,WOMAN,Winter,Wool Blend,Brazil
No,Yes,817,66.0,jackets,MAN,Winter,Wool,Morocco
Yes,Yes,1392,28.99,jackets,WOMAN,Spring,Linen,Turkey
Yes,Yes,1262,68.99,jackets,WOMAN,Autumn,Wool,India
Yes,Yes,1316,23.99,sweaters,MAN,Spring,Linen Blend,Bangladesh
No,Yes,902,45.0,jackets,WOMAN,Autumn,Wool Blend,Brazil
Yes,No,1444,14.99,t-shirts,MAN,Autumn,Polyester,India
No,No,821,39.99,jackets,MAN,Autumn,Polyester,China
No,Yes,866,28.95,sweaters,MAN,Winter,Wool,Cambodia
No,Yes,1022,54.95,jackets,WOMAN,Summer,Linen,Portugal
Yes,Yes,1647,38.99,shoes,WOMAN,Winter,Wool,China
No,No,1036,64.99,jeans,WOMAN,Summer,Linen Blend,Bangladesh
No,No,739,67.99,t-shirts,MAN,Winter,Wool Blend,Pakistan
No,No,860,22.95,shoes,WOMAN,Spring,Linen,Vietnam
No,No,893,37.99,jackets,WOMAN,Winter,Wool,Brazil
Yes,Yes,1352,39.95,sweaters,MAN,Autumn,Cotton,China
No,Yes,859,25.0,t-shirts,WOMAN,Autumn,Wool Blend,Spain
No,No,890,35.99,jackets,WOMAN,Autumn,Polyester,Cambodia
No,Yes,925,25.0,jackets,WOMAN,Autumn,Polyester,Portugal
Yes,Yes,1323,36.99,jackets,WOMAN,Autumn,Denim,China
No,No,928,40.99,t-shirts,WOMAN,Winter,Wool,India
Yes,Yes,1276,20.99,jackets,MAN,Spring,Polyester,China
No,Yes,1035,25.95,shoes,WOMAN,Summer,Cotton,China
No,Yes,1171,28.99,sweaters,WOMAN,Winter,Denim,Bangladesh
No,No,622,89.99,jackets,MAN,Autumn,Wool Blend,India
Yes,No,1898,15.95,jackets,WOMAN,Summer,Cotton,Bangladesh
Yes,Yes,1359,20.99,jackets,WOMAN,Spring,Polyester,China
Yes,Yes,1302,31.99,jackets,WOMAN,Spring,Cotton,Cambodia
No,Yes,633,79.99,sweaters,MAN,Autumn,Viscose,India
No,No,730,29.95,jackets,MAN,Spring,Viscose,India
No,No,897,25.0,jackets,WOMAN,Autumn,Cotton,Turkey
No,No,849,29.99,shoes,WOMAN,Autumn,Polyester,Turkey
Yes,No,1615,40.99,jackets,WOMAN,Winter,Cotton,Turkey
No,No,917,42.99,jackets,WOMAN,Winter,Acrylic,Turkey
No,No,786,25.0,jackets,MAN,Autumn,Wool,Cambodia
No,No,752,45.95,jackets,MAN,Spring,Cotton,Turkey
No,No,935,19.99,jackets,WOMAN,Autumn,Wool Blend,Spain
Yes,No,1478,28.95,jackets,MAN,Spring,Cotton,Cambodia
No,No,821,25.95,jackets,MAN,Autumn,Viscose,China
No,No,704,119.95,t-shirts,WOMAN,Autumn,Wool,Bangladesh
No,No,930,21.99,t-shirts,WOMAN,Summer,Linen Blend,India
Yes,Yes,1602,44.99,t-shirts,WOMAN,Winter,Wool Blend,Morocco
Yes,Yes,1446,33.99,sweaters,WOMAN,Spring,Viscose,Morocco
No,Yes,896,50.99,sweaters,WOMAN,Winter,Wool Blend,Morocco
Yes,No,1318,40.95,sweaters,WOMAN,Autumn,Cotton,Vietnam
No,No,875,44.99,sweaters,MAN,Summer,Cotton,Morocco
No,Yes,819,22.95,t-shirts,MAN,Autumn,Acrylic,Bangladesh
No,Yes,944,43.99,jackets,WOMAN,Winter,Wool,Spain
Yes,No,1489,26.95,jackets,WOMAN,Autumn,Wool,Bangladesh
Yes,No,1498,24.99,shoes,WOMAN,Autumn,Wool,Bangladesh
No,No,955,19.95,shoes,WOMAN,Autumn,Polyester,China
No,No,822,25.99,jackets,MAN,Spring,Cotton,Pakistan
No,No,848,49.99,jackets,WOMAN,Spring,Cotton,Portugal
No,Yes,933,55.99,shoes,WOMAN,Winter,Acrylic,Bangladesh
No,No,909,19.95,jackets,WOMAN,Autumn,Acrylic,Bangladesh
Yes,No,1370,14.99,sweaters,MAN,Winter,Denim,Bangladesh
Yes,Yes,1266,39.99,jackets,WOMAN,Spring,Linen,India
Yes,Yes,1371,35.95,shoes,MAN,Autumn,Wool Blend,Brazil
Yes,Yes,1378,24.99,shoes,MAN,Autumn,Acrylic,Bangladesh
No,No,810,29.99,jackets,MAN,Autumn,Cotton,India
No,Yes,928,35.99,jackets,WOMAN,Spring,Linen,Turkey
No,Yes,871,50.99,jackets,WOMAN,Summer,Linen,China
No,No,865,49.99,sweaters,WOMAN,Autumn,Wool,Portugal
No,No,880,19.95,shoes,MAN,Autumn,Viscose,Bangladesh
No,No,855,17.99,t-shirts,MAN,Winter,Wool Blend,Portugal
No,No,772,45.0,jackets,WOMAN,Spring,Denim,India
No,Yes,695,29.99,t-shirts,MAN,Autumn,Polyester,Portugal
Yes,Yes,1410,75.95,jackets,WOMAN,Winter,Cotton,Cambodia
Yes,Yes,1479,21.95,jackets,WOMAN,Autumn,Wool,Portugal
Yes,No,1324,36.99,sweaters,WOMAN,Autumn,Acrylic,Bangladesh
No,Yes,938,21.99,sweaters,MAN,Winter,Wool Blend,Pakistan
No,No,675,45.95,jackets,MAN,Autumn,Wool,Turkey
No,No,839,29.95,jackets,WOMAN,Autumn,Wool Blend,China
Yes,No,1414,19.99,sweaters,MAN,Spring,Linen,Turkey
Yes,Yes,1257,21.99,sweaters,MAN,Spring,Linen,Cambodia
Yes,Yes,1345,25.0,t-shirts,MAN,Spring,Polyester,Portugal
No,No,745,59.99,jeans,MAN,Autumn,Wool,China
No,No,837,35.99,jackets,WOMAN,Spring,Cotton,Spain
Yes,Yes,1296,64.99,t-shirts,WOMAN,Autumn,Polyester,Bangladesh
No,No,690,29.99,jackets,MAN,Autumn,Wool,Turkey
No,No,920,33.99,shoes,MAN,Winter,Denim,Bangladesh
No,Yes,973,74.99,jackets,WOMAN,Winter,Wool Blend,Turkey
Yes,Yes,1345,26.95,t-shirts,WOMAN,Autumn,Cotton,Turkey
Yes,No,1504,30.99,jackets,WOMAN,Summer,Linen Blend,Bangladesh
No,No,901,53.99,sweaters,WOMAN,Summer,Cotton,Bangladesh
Yes,No,1253,32.99,t-shirts,MAN,Autumn,Wool Blend,Turkey
No,Yes,790,39.99,jackets,MAN,Autumn,Cotton,China
Yes,No,1576,18.0,jackets,WOMAN,Winter,Polyester,Morocco
Yes,Yes,1354,16.99,jackets,WOMAN,Autumn,Polyester,China
Yes,No,1417,64.0,jackets,MAN,Summer,Cotton,Morocco
No,No,1058,50.99,sweaters,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1491,13.99,jackets,MAN,Winter,Wool Blend,Cambodia
Yes,Yes,1234,44.0,jackets,MAN,Autumn,Polyester,India
Yes,No,1469,38.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
No,Yes,723,59.99,t-shirts,WOMAN,Autumn,Wool,China
Yes,No,1368,20.99,sweaters,WOMAN,Autumn,Wool Blend,Turkey
No,Yes,888,19.95,t-shirts,WOMAN,Autumn,Wool,China
No,No,969,39.95,jackets,WOMAN,Summer,Linen Blend,China
No,No,809,89.95,shoes,WOMAN,Winter,Wool,Bangladesh
No,No,823,45.99,sweaters,WOMAN,Spring,Polyester,Portugal
Yes,Yes,1509,14.95,jackets,WOMAN,Summer,Linen,Brazil
No,No,904,32.95,jackets,MAN,Winter,Acrylic,China
No,No,942,40.95,jackets,WOMAN,Winter,Wool Blend,Bangladesh
Yes,No,1464,67.99,sweaters,WOMAN,Winter,Wool Blend,Turkey
Yes,No,1415,19.0,shoes,WOMAN,Spring,Cotton,China
No,No,1099,32.95,t-shirts,WOMAN,Summer,Linen,India
No,No,905,25.99,jackets,WOMAN,Autumn,Cotton,Portugal
Yes,Yes,1172,48.95,jackets,MAN,Autumn,Wool,Vietnam
No,No,762,79.99,jackets,WOMAN,Autumn,Polyester,Cambodia
No,Yes,860,39.99,jackets,MAN,Autumn,Cotton,Portugal
No,Yes,802,64.99,shoes,MAN,Winter,Polyester,Turkey
Yes,Yes,1384,91.99,sweaters,WOMAN,Winter,Wool Blend,China
No,Yes,590,89.99,jackets,MAN,Autumn,Cotton,China
Yes,No,1498,35.99,jackets,WOMAN,Summer,Cotton,India
No,No,780,65.99,jackets,MAN,Summer,Linen,Spain
Yes,Yes,1559,32.99,jeans,WOMAN,Autumn,Wool,China
Yes,No,1329,35.0,sweaters,WOMAN,Spring,Polyester,India
No,Yes,811,35.99,jackets,MAN,Autumn,Polyester,Morocco
No,No,842,42.99,jackets,MAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1471,32.95,jackets,WOMAN,Autumn,Acrylic,Morocco
Yes,No,1298,30.95,jackets,MAN,Summer,Polyester,Cambodia
No,No,884,19.99,t-shirts,WOMAN,Autumn,Cotton,Vietnam
No,Yes,752,45.95,jackets,WOMAN,Spring,Cotton,Turkey
No,No,879,25.99,jeans,MAN,Autumn,Wool,Turkey
No,Yes,1019,65.95,sweaters,WOMAN,Summer,Linen,Bangladesh
No,Yes,1011,40.99,sweaters,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1267,41.95,sweaters,MAN,Autumn,Polyester,China
Yes,Yes,1539,19.99,jackets,WOMAN,Autumn,Wool Blend,Portugal
Yes,Yes,1513,24.99,jackets,WOMAN,Spring,Linen,Pakistan
Yes,Yes,1633,41.99,jackets,WOMAN,Winter,Wool Blend,Portugal
Yes,Yes,1390,43.99,jackets,WOMAN,Spring,Denim,Cambodia
Yes,Yes,1358,81.95,sweaters,WOMAN,Winter,Acrylic,Turkey
No,No,880,25.95,jackets,WOMAN,Autumn,Polyester,Cambodia
Yes,No,1509,15.99,jackets,WOMAN,Spring,Polyester,Bangladesh
Yes,Yes,1529,22.99,sweaters,MAN,Summer,Linen Blend,China
No,Yes,880,42.0,jackets,MAN,Winter,Denim,Bangladesh
No,No,842,45.99,jackets,WOMAN,Spring,Cotton,Portugal
Yes,Yes,1287,41.99,t-shirts,MAN,Autumn,Denim,Vietnam
Yes,No,1432,16.99,jackets,MAN,Autumn,Wool,China
No,No,827,22.95,sweaters,MAN,Spring,Linen,China
No,No,812,66.99,sweaters,MAN,Winter,Acrylic,Morocco
No,No,694,39.99,sweaters,MAN,Autumn,Wool Blend,Turkey
Yes,Yes,1110,73.99,sweaters,MAN,Spring,Linen,Cambodia
Yes,Yes,1671,20.95,jackets,WOMAN,Winter,Wool,Turkey
No,No,746,79.95,shoes,WOMAN,Autumn,Wool Blend,Cambodia
Yes,No,1536,22.0,jackets,WOMAN,Autumn,Viscose,China
No,No,959,21.95,jackets,WOMAN,Summer,Linen Blend,Bangladesh
No,No,902,25.95,sweaters,WOMAN,Spring,Polyester,China
Yes,No,1495,67.95,shoes,WOMAN,Winter,Wool Blend,China
No,No,1000,48.99,jackets,MAN,Winter,Wool Blend,Vietnam
Yes,Yes,1024,94.95,t-shirts,MAN,Spring,Cotton,Cambodia
No,No,653,79.99,t-shirts,MAN,Spring,Denim,India
No,Yes,971,19.99,t-shirts,WOMAN,Autumn,Viscose,Bangladesh
Yes,Yes,1416,18.95,sweaters,MAN,Summer,Linen,Morocco
No,No,1047,44.99,jackets,WOMAN,Summer,Cotton,Morocco
Yes,Yes,1217,34.99,shoes,MAN,Autumn,Polyester,Turkey
No,No,1014,21.99,jackets,WOMAN,Summer,Cotton,India
No,No,900,21.99,jackets,MAN,Summer,Linen,Morocco
No,No,890,45.99,jackets,WOMAN,Autumn,Wool,Turkey
Yes,Yes,1516,18.0,jackets,WOMAN,Spring,Cotton,China
Yes,Yes,1501,27.99,shoes,MAN,Winter,Polyester,China
Yes,Yes,1150,40.0,t-shirts,MAN,Autumn,Wool Blend,Vietnam
No,No,886,59.99,jackets,WOMAN,Autumn,Polyester,Bangladesh
Yes,No,1559,17.95,sweaters,WOMAN,Spring,Cotton,Spain
No,No,940,25.95,sweaters,WOMAN,Autumn,Wool,Bangladesh
Yes,No,1189,58.99,jackets,WOMAN,Spring,Linen,China
No,No,801,49.95,sweaters,MAN,Autumn,Wool,India
No,No,1072,32.95,sweaters,WOMAN,Winter,Polyester,India
No,No,987,28.99,jackets,WOMAN,Winter,Wool Blend,India
No,No,774,49.95,t-shirts,MAN,Spring,Cotton,China
No,No,983,17.95,sweaters,MAN,Winter,Wool,India
No,Yes,873,45.99,jackets,WOMAN,Autumn,Satin,Pakistan
No,No,818,15.99,jackets,WOMAN,Autumn,Wool,Morocco
Yes,Yes,1412,48.99,jackets,WOMAN,Autumn,Polyester,China
No,Yes,855,15.99,jackets,MAN,Autumn,Satin,Morocco
Yes,Yes,1494,24.95,jackets,WOMAN,Autumn,Cotton,Bangladesh
Yes,No,1443,24.99,shoes,MAN,Summer,Polyester,Bangladesh
Yes,Yes,1606,40.99,t-shirts,MAN,Winter,Wool,Vietnam
Yes,No,1431,23.99,jackets,WOMAN,Autumn,Polyester,Cambodia
No,Yes,792,79.99,shoes,WOMAN,Spring,Linen Blend,China
No,No,785,39.99,sweaters,MAN,Autumn,Satin,China
No,No,1080,24.95,jackets,WOMAN,Winter,Wool,Portugal
Yes,No,1493,25.95,jackets,WOMAN,Autumn,Wool,China
Yes,No,1322,14.99,jackets,MAN,Autumn,Denim,Vietnam
No,Yes,1004,27.0,jackets,WOMAN,Winter,Polyester,Cambodia
No,No,889,54.95,t-shirts,WOMAN,Winter,Wool,China
Yes,Yes,1401,83.95,jeans,WOMAN,Winter,Wool,Turkey
No,No,769,35.99,sweaters,MAN,Autumn,Wool,Pakistan
Yes,Yes,1560,18.0,jackets,MAN,Summer,Linen Blend,Turkey
No,No,960,66.0,jackets,WOMAN,Winter,Polyester,Bangladesh
No,No,805,25.95,t-shirts,WOMAN,Spring,Polyester,China
No,No,867,64.0,jackets,WOMAN,Summer,Linen,Bangladesh
Yes,No,1363,50.99,jeans,WOMAN,Autumn,Polyester,Spain
Yes,No,1500,32.99,sweaters,MAN,Summer,Viscose,Morocco
No,No,833,21.99,shoes,MAN,Summer,Linen Blend,Portugal
Yes,Yes,1459,24.95,sweaters,WOMAN,Summer,Linen,Morocco
No,No,962,24.0,shoes,WOMAN,Winter,Polyester,Morocco
No,No,861,21.99,jackets,MAN,Summer,Linen,China
No,Yes,918,19.95,jackets,WOMAN,Spring,Polyester,Bangladesh
No,Yes,922,28.95,shoes,MAN,Winter,Wool,Morocco
No,Yes,730,15.99,t-shirts,MAN,Autumn,Wool,India
No,No,803,19.95,jackets,WOMAN,Autumn,Viscose,China
No,No,637,49.99,t-shirts,MAN,Autumn,Polyester,Morocco
No,Yes,722,59.0,sweaters,MAN,Autumn,Wool Blend,Bangladesh
No,Yes,1068,27.99,shoes,WOMAN,Winter,Wool Blend,India
No,Yes,945,35.99,jackets,WOMAN,Autumn,Cotton,China
Yes,Yes,1147,83.99,sweaters,MAN,Winter,Wool,India
Yes,Yes,1285,23.95,jackets,MAN,Autumn,Polyester,China
No,Yes,968,25.99,jackets,WOMAN,Spring,Linen,Turkey
No,No,835,25.95,jackets,MAN,Autumn,Wool Blend,Bangladesh
No,No,846,95.95,jackets,WOMAN,Summer,Linen,China
No,No,800,59.95,t-shirts,WOMAN,Autumn,Wool,India
No,No,1010,21.99,t-shirts,WOMAN,Winter,Polyester,Turkey
No,No,801,39.99,shoes,MAN,Autumn,Wool Blend,Brazil
No,No,1114,21.99,jackets,WOMAN,Winter,Wool,China
No,No,826,29.99,jackets,WOMAN,Autumn,Polyester,Vietnam
Yes,No,1250,17.95,shoes,MAN,Spring,Linen,Spain
Yes,Yes,1449,27.99,sweaters,WOMAN,Winter,Wool Blend,China
Yes,Yes,1435,13.99,jackets,MAN,Spring,Polyester,Bangladesh
No,Yes,912,39.95,jackets,WOMAN,Winter,Wool,Turkey
No,No,959,21.99,jackets,MAN,Summer,Cotton,India
Yes,Yes,1619,57.95,jackets,WOMAN,Summer,Wool,Bangladesh
Yes,No,1564,13.99,sweaters,WOMAN,Summer,Wool,Pakistan
Yes,No,1396,21.99,t-shirts,WOMAN,Winter,Wool,Portugal
Yes,No,1608,18.99,jackets,WOMAN,Winter,Wool Blend,China
Yes,Yes,1236,41.99,jackets,MAN,Autumn,Cotton,China
No,No,830,59.95,jackets,WOMAN,Spring,Linen Blend,India
No,No,1027,53.99,sweaters,WOMAN,Winter,Acrylic,China
Yes,Yes,1611,54.99,jackets,WOMAN,Winter,Wool,China
Yes,No,1415,15.95,t-shirts,WOMAN,Autumn,Wool Blend,Spain
No,Yes,966,19.99,jackets,WOMAN,Autumn,Wool,Turkey
No,No,1005,38.99,jackets,WOMAN,Summer,Cotton,China
No,No,885,17.95,jackets,MAN,Summer,Wool,Bangladesh
No,No,841,35.0,jackets,WOMAN,Autumn,Polyester,Brazil
No,No,777,29.99,jackets,MAN,Autumn,Cotton,Bangladesh
No,Yes,964,21.95,jackets,WOMAN,Winter,Wool,Spain
No,Yes,793,29.99,jeans,MAN,Spring,Polyester,Bangladesh
No,No,990,63.0,jeans,WOMAN,Winter,Viscose,Portugal
No,No,789,45.95,t-shirts,WOMAN,Autumn,Denim,Pakistan
No,No,839,49.95,shoes,WOMAN,Autumn,Denim,Vietnam
No,No,784,19.95,shoes,MAN,Spring,Cotton,Bangladesh
No,No,1065,22.99,jeans,WOMAN,Winter,Wool,China
Yes,Yes,1389,25.99,jackets,WOMAN,Spring,Linen,China
No,No,737,69.95,jackets,MAN,Spring,Viscose,China
No,Yes,842,63.0,jackets,WOMAN,Summer,Linen,Turkey
Yes,Yes,1470,51.99,t-shirts,WOMAN,Spring,Linen Blend,Turkey
No,No,792,59.99,jackets,WOMAN,Spring,Cotton,Vietnam
Yes,Yes,1514,25.99,jackets,WOMAN,Autumn,Wool,Spain
No,No,821,25.99,jackets,MAN,Autumn,Cotton,Portugal
Yes,Yes,1208,49.95,jackets,WOMAN,Spring,Viscose,Morocco
No,Yes,976,86.99,sweaters,WOMAN,Summer,Linen Blend,Bangladesh
No,Yes,921,44.95,jackets,WOMAN,Summer,Cotton,Bangladesh
Yes,Yes,1376,17.0,sweaters,MAN,Spring,Linen,Spain
